date,Up/Down,원/달러(저가),원/달러(종가), open _x, high _x, low _x, close _x,전일대비,증감률, volume _x, value ,MA(5),WMA(5),중심선, 상한선 ,하한선,%B,band width,전일대비.1,상승분,하락분,AU,AD,RS,RSI, 12EMA ,26EMA,MACD, MACD 시그널 ,%K,%D, open _y, high _y, low _y, close _y, volume _y, 환률 ,  원화환산  ,open,high,low,close,volume,소비자물가지수,등락,등락률,market_premium,price_usd_open,price_usd_high,price_usd_low,price_usd_close,price_usd_adj_close,nvt_golden_cross,stock_to_flow,stock_to_flow_reversion,puell_multiple,stablecoin_supply_ratio,mpi,outflow_total,outflow_top10,outflow_mean,outflow_mean_ma7,reserve_x,reserve_usd_x,reserve_y,reserve_usd_y,reserve_bi,reserve_usd_bi,FGI,reserve_co,reserve_usd_co,reserve_der,reserve_usd_der,reserve_spot,reserve_usd_spot,reserve_all,reserve_usd_all,reserve,reserve_usd
2018-03-03,Up,1079.5,1080.3,12465000,12831000,12347000,12831000,366000,0.0294,18163,229000000000.0,12264200,12421867,11970500,12835488,11105511.56,1.0,0.14,366000,366000,0,332333.3333,308666.6667,1.076673866,51.84607384,12060882,11987710,73173,-137062,100.0,93.8150908,11038.99,11544.0,11015.01,11464.48,21287,1080,12381638,11000.01,11494.57,11000.0,11432.5,13198.55336,248.99,1,1.12,71.81030677333334,18.186666666666667,18.333333333333332,17.64666666666667,18.203366666666668,18.203366666666668,4.352479478,7510.423242,1.52388882,1.956778889,83.41902442,-0.75874031,143.09448490000003,138.12170590000002,1.96019842,1.39148424,737902.2527,8445328177,737902.2527,8445328177,162748.4356,1862663982.0,56,638425.4670000001,7306811391,737902.2527,8445328177,1418153.0480000002,16230832541,2156055.301,24676160718.0,737902.2526944391,8445328177.20049
2018-03-04,Down,1079.5,1080.3,12831000,12840000,12255000,12592000,-239000,-0.0186,16126,201000000000.0,12392400,12531133,12053400,12979682,11127118.31,0.79,0.15,-239000,0,239000,338400.0,291250.0,1.161888412,53.74414357,12142593,12032472,110121,-87625,79.95149555,91.11142265,11464.47,11565.0,11050.02,11515.0,17296,1080,12436200,11432.51,11487.0,11041.0,11469.9,8635.842471,248.99,1,1.12,71.74018073666667,18.448333333333334,18.616666666666667,17.973333333333333,18.40673333333333,18.40673333333333,5.312974662,9135.298538,1.25967421,1.590295883,83.77499081,-0.7639457959999999,133.1973794,131.1258086,1.95878499,1.493965826,742250.9726,8541453068,742250.9726,8541453068,161844.5034,1862425623.0,44,638482.0213,7347331860,742250.9726,8541453068,1416821.667,16304075332,2159072.64,24845528399.0,742250.972642219,8541453067.680336
2018-03-05,Up,1076.5,1082.0,12592000,12899000,12451000,12746000,154000,0.0122,13920,176000000000.0,12569600,12649000,12121500,13137015,11105984.66,0.81,0.17,154000,154000,0,307666.6667,217666.6667,1.4134762630000002,58.56598985,12235425,12085326,150099,-40080,88.19444444,89.38198,11515.0,11710.0,11415.01,11454.0,15144,1082,12393228,11469.9,11645.74,11339.0,11377.54,11051.44858,248.99,1,1.12,71.67005470000001,18.71,18.9,18.3,18.6101,18.6101,5.341830439,9074.987809999999,1.25743052,1.6435204159999999,82.99077201,-0.403015545,128.98308870000002,124.8703159,1.49980336,1.5696833730000002,748604.8103,8542454258,748604.8103,8542454258,162007.4103,1848693560.0,55,639117.93,7293081219,748604.8103,8542454258,1415668.779,16154432387,2164273.59,24696886645.0,748604.810286119,8542454257.645781
2018-03-06,Down,1073.9,1076.1,12745000,12746000,11900000,12023000,-723000,-0.0567,15007,185000000000.0,12531400,12466800,12168500,13115622,11221378.36,0.42,0.16,-723000,0,723000,307666.6667,351000.0,0.87654321,46.71052632,12202744,12080709,122035,-7657,12.31231231,60.15275077,11455.0,11455.0,10555.48,10716.48,29516,1076,11530932,11371.5,11395.63,10565.85,10700.0,18565.888030000002,248.99,1,1.12,68.54587159999998,17.685,17.9,17.02,17.1599,17.1599,4.815459217,8668.776818,1.23776978,1.631986905,77.95024541,-0.590696196,753.1347486000001,744.8737932999999,8.86040881,2.599294111,746240.3797,8007121962,746240.3797,8007121962,162481.3612,1743416881.0,59,638425.562,6850274359,746240.3797,8007121962,1420303.1269999999,15239781535,2166543.5069999998,23246903498.0,746240.3797260589,8007121962.441627
2018-03-07,Down,1065.0,1069.1,12023000,12221000,10900000,11200000,-823000,-0.0685,29132,338000000000.0,12278400,12023000,12165500,13124608,11206392.39,0.0,0.16,-823000,0,823000,260600.0,469000.0,0.55565032,35.71820175,12048476,12015471,33004,475,15.00750375,38.5047535,10716.48,10899.0,9389.31,9910.0,50648,1069,10593790,10700.0,10894.0,9400.0,9925.0,32486.56623,248.99,1,1.12,67.1437937,16.995,17.36,14.8,15.74,15.74,3.722674235,8614.561679,1.14692632,1.547211651,72.11731812,-0.95288895,186.81876200000002,179.4780229,2.05295343,2.664800031,745941.6276,7370102820,745941.6276,7370102820,164432.0502,1624632642.0,37,639058.3488,6314067434,745941.6276,7370102820,1418167.9440000001,14011878644,2164109.571,21381981463.0,745941.627569399,7370102819.771036
2018-03-08,Down,1066.4,1070.2,11200000,11347000,10473000,10517000,-683000,-0.061,21348,233000000000.0,11815600,11435867,12039900,13411827,10667972.76,-0.06,0.23,-683000,0,683000,281250.0,511800.0,0.549531067,35.46434651,11812864,11904473,-91609,-17942,1.8136850780000002,9.711167048,9910.0,10099.0,9060.0,9271.64,41109,1070,9920655,9925.0,10098.0,9050.0,9304.89,23426.79505,248.99,1,1.12,78.36397149,15.61,16.2899,14.91,15.74,15.74,3.0475482389999997,8349.680145999999,1.11720836,1.4764807969999998,67.58823196,-0.122449349,170.79363769999998,159.2343415,1.53868142,2.6771524490000003,729424.838,6804317422,729424.838,6804317422,160806.3745,1500055329.0,39,641017.8394,5979627545,729424.838,6804317422,1419402.449,13240657995,2148827.287,20044975417.0,729424.837966729,6804317422.312272
2018-03-09,Down,1067.4,1069.8,10519000,10644000,9306000,10418000,-99000,-0.0094,36119,359000000000.0,11380800,10970000,11886600,13571012,10202188.13,0.06,0.28,-99000,0,99000,281250.0,513400.0,0.547818465,35.39294029,11598270,11794364,-196095,-53572,30.94906763,15.92341882,9267.07,9410.0,8329.0,9227.0,64112,1070,9872890,9304.9,9410.0,8370.0,9255.0,42041.357619999995,248.99,1,1.12,70.84665826,14.61,15.49,14.53,14.9899,14.9899,2.513730851,9265.713586,1.00678538,1.22487127,67.1316457,-0.8967469770000001,124.2298253,119.41673600000001,1.67878142,2.792801693,730577.6938,6815256116,730577.6938,6815256116,160918.3786,1501140772.0,37,641075.5367,5980327635,730577.6938,6815256116,1417234.846,13220795730,2147812.54,20036051846.0,730577.6938452589,6815256116.139474
2018-03-10,Down,1067.4,1069.8,10418000,10537000,9802000,9863000,-555000,-0.0533,16901,174000000000.0,10804200,10464067,11686900,13764260,9609540.436,0.06,0.36,-555000,0,555000,257000.0,520333.3333,0.493914158,33.06174957,11331305,11651300,-319995,-106857,16.19186047,16.31820439,9230.0,9490.0,8667.07,8770.22,37180,1070,9384135,9255.0,9518.77,8720.08,8795.44,17254.1536,248.99,1,1.12,72.21631285,15.02,15.616666666666667,14.69,15.0466,15.0466,3.037365148,9663.815597,0.90824089,1.213586927,63.81263539,-1.131778728,141.5738559,137.8220763,1.74782538,2.7624626869999998,729117.8508,6399520237,729117.8508,6399520237,159797.2778,1402552293.0,39,642013.7096,5635000875,729117.8508,6399520237,1416471.381,12432472009,2145589.232,18831992246.0,729117.850793949,6399520237.462673
2018-03-11,Up,1067.4,1069.8,9863000,10636000,9552000,10520000,657000,0.0666,22131,223000000000.0,10503600,10369333,11517500,13670211,9364788.733,0.27,0.37,657000,657000,0,392333.3333,520333.3333,0.7540038440000001,42.98758218,11206489,11567500,-361011,-157688,41.64665523,29.59586111,8770.22,9740.0,8450.0,9533.57,44326,1070,10200920,8795.45,9760.0,8516.0,9533.88,21816.15454,248.99,1,1.12,73.58596744,15.43,15.743333333333332,14.85,15.1033,15.1033,3.302651307,8843.707083,1.0791028999999999,1.302052782,69.27942485,1.295740248,533.534985,481.0368664,2.22306244,2.8002166089999996,728850.5103,6955617209,728850.5103,6955617209,158446.8575,1512101142.0,40,641779.8379,6124678273,728850.5103,6955617209,1416413.575,13517217179,2145264.085,20472834388.0,728850.510270169,6955617209.145996
2018-03-12,Down,1063.0,1065.2,10519000,10879000,9895000,10213000,-307000,-0.0292,23225,243000000000.0,10306200,10272467,11292300,13472413,9112187.332999999,0.25,0.39,-307000,0,307000,405500.0,489857.1429,0.827792359,45.28919027,11053644,11467167,-413522,-208855,44.43900049,34.0925054,9533.57,9888.88,8780.0,9131.34,42231,1065,9724877,9533.88,9890.0,8780.49,9120.0,21281.59414,248.99,1,1.12,74.95562203,15.84,15.87,15.01,15.16,15.16,2.830321327,8405.268220999998,1.08915263,1.41075822,66.30672263,-1.041810479,125.5136226,122.266421,1.08201399,2.740532413,727127.1494,6656572745,727127.1494,6656572745,158108.4203,1447422507.0,41,641937.4833,5876693724,727127.1494,6656572745,1416291.118,12965606996,2143418.268,19622179741.0,727127.149448359,6656572744.882937
2018-03-13,Down,1063.8,1067.5,10213000,10355000,9900000,10168000,-45000,-0.0044,16134,164000000000.0,10236400,10226400,11026000,13032940,9019059.642,0.29,0.36,-45000,0,45000,405500.0,462142.8571,0.877434312,46.73581954,10917391,11370932,-453541,-257792,54.79974571,46.96180048,9131.34,9474.0,8823.0,9150.0,40191,1068,9772200,9120.0,9472.88,8855.0,9145.41,17207.402,248.99,1,1.12,70.41719064,15.23,15.38,14.52,14.8,14.8,1.710793732,8565.861922,1.07172548,1.357475142,66.46326948,-0.17091379,157.47632439999998,155.01666709999998,1.7693968999999998,1.727530711,727834.5541,6681704985,727834.5541,6681704985,158962.9815,1459320309.0,41,642772.1506,5900810643,727834.5541,6681704985,1416973.051,13008170396,2144807.605,19689875381.0,727834.554128239,6681704985.122152
2018-03-14,Down,1062.7,1064.6,10167000,10265000,9000000,9153000,-1015000,-0.0998,19492,189000000000.0,9983400,9865267,10682100,12676354,8687845.763,0.12,0.37,-1015000,0,1015000,657000.0,531250.0,1.236705882,55.29139491,10645947,11206641,-560694,-318373,8.142629057999999,35.79379175,9151.92,9333.78,7900.28,8170.0,49708,1065,8701050,9145.42,9340.0,7931.0,8207.02,28010.58834,248.99,1,1.12,71.17571438,14.15,14.34,13.28,13.305,13.305,0.263713272,9399.654053,0.87221136,1.1700563659999998,59.4874652,-1.191627395,141.5271475,135.2782517,1.47424112,1.644857524,742498.1088,6087359608,742498.1088,6087359608,157557.0168,1291728839.0,40,643545.6894,5276099681,742498.1088,6087359608,1418117.0259999998,11626411167,2160615.135,17713770775.0,742498.1087987691,6087359607.515077
2018-03-15,Down,1063.6,1065.4,9141000,9300000,8438000,9115000,-38000,-0.0042,28079,250000000000.0,9833800,9575800,10319000,11970706,8667294.457,0.14,0.32,-38000,0,38000,657000.0,445625.0,1.474333801,59.58508106,10410416,11051705,-641288,-382956,27.73453503,30.225636600000005,8184.01,8430.0,7650.0,8240.98,52291,1065,8776644,8207.02,8400.0,7666.0,8259.99,28014.233910000003,248.99,1,1.12,71.70633312,13.2,13.54,12.91,13.46,13.46,-0.7061650840000001,9400.654053,0.8777626000000001,1.076134147,59.99225017,-0.9301419059999999,252.80784649999998,240.87194240000002,2.07219546,1.7210738159999999,746387.2740000001,6158846313,746387.2740000001,6158846313,156002.3272,1287259833.0,32,644281.5135,5316316291,746387.2740000001,6158846313,1421751.014,11731638917,2168138.288,17890485229.0,746387.2739739291,6158846312.65502
2018-03-16,Down,1065.7,1066.2,9115000,9310000,8763000,9095000,-20000,-0.0022,14611,133000000000.0,9548800,9329533,10026200,11376395,8676004.518,0.16,0.27,-20000,0,20000,657000.0,345250.0,1.9029688630000001,65.55250686,10208045,10906764,-698719,-446108,26.91519869,20.93078759,8240.98,8611.64,7900.0,8260.0,38815,1066,8805160,8260.0,8600.0,7911.0,8275.0,16967.92913,248.99,1,1.12,81.36514552,13.845,14.5,13.64,14.23,14.23,-1.2223702109999999,8678.526818,0.95756027,1.1889349359999999,60.04071163,-0.9816686920000001,153.27340759999998,143.7683496,1.26672238,1.6622082390000001,750085.7876,6233372288,750085.7876,6233372288,153979.8272,1279605084.0,33,645033.7118,5360367215,750085.7876,6233372288,1421039.166,11809137442,2171124.954,18042509730.0,750085.7876008991,6233372288.1933365
2018-03-17,Down,1065.7,1066.2,9095000,9150000,8521000,8667000,-428000,-0.0471,9640,85560272227.0,9239600,9035600,9772900,11097374,8448425.931,0.08,0.27,-428000,0,428000,657000.0,313375.0,2.0965297169999997,67.70578385,9970961,10740855,-769894,-510866,11.94574857,22.19849409,8260.0,8348.62,7721.99,7824.8,33110,1066,8341237,8274.09,8349.82,7751.0,7857.6,13639.73309,248.99,1,1.12,76.42573369666667,13.875,14.533333333333333,13.58,14.02,14.02,-1.977695117,9087.242843,0.86344397,1.097367081,57.04525777,-1.197085521,339.7740521,334.21781969999995,3.11719314,1.8578322040000002,751549.8736,5896904562,751549.8736,5896904562,153110.1095,1201351680.0,31,644980.3367,5060725340,751549.8736,5896904562,1419559.861,11138328023,2171109.734,17035232585.0,751549.8735709292,5896904561.746421
2018-03-18,Up,1065.7,1066.2,8667000,9080000,8056000,9018000,351000,0.0405,20952,177000000000.0,9009600,8961733,9623000,10915605,8330395.187999999,0.27,0.27,351000,351000,0,504000.0,344000.0,1.465116279,59.43396226,9824351,10613236,-788885,-566469,43.54911725,27.4700215,7824.01,8317.4,7322.0,8189.99,59488,1066,8730529,7857.59,8302.73,7310.0,8192.0,30536.54458,248.99,1,1.12,71.48632187333332,13.905000000000001,14.566666666666666,13.520000000000001,13.81,13.81,-2.284719876,8967.882011,0.91371593,1.054406705,59.72643412,-1.134303433,242.27968739999997,237.26874640000003,2.28565743,1.866774346,762669.7365,6249389545,762669.7365,6249389545,154364.6282,1264878686.0,29,647882.1145,5308808675,762669.7365,6249389545,1425176.989,11678038017,2187846.726,17927427563.0,762669.7364795791,6249389545.457407
2018-03-19,Up,1069.3,1071.6,9018000,9755000,8870000,9718000,700000,0.0776,26470,245000000000.0,9122600,9197867,9553000,10737072,8368927.705,0.57,0.25,700000,700000,0,569333.3333,308833.3333,1.843497032,64.83203644,9807990,10546922,-738933,-600962,97.82224838,51.10570473,8189.0,8705.23,8088.4,8600.0,55297,1072,9219200,8192.0,8757.5,8108.31,8589.0,25598.67321,248.99,1,1.12,66.54691005,13.935,14.6,13.46,13.6,13.6,-2.358899558,8737.452798,0.97493002,1.176951249,62.63979585,-1.1316585609999998,136.05907050000002,130.8362404,1.09725057,1.8689509999999998,772943.6573,6584247115,772943.6573,6584247115,155717.0707,1326461074.0,29,647671.2710000001,5517126193,772943.6573,6584247115,1426165.029,12148651313,2199108.6859999998,18732898428.0,772943.6573441491,6584247115.438686
2018-03-20,Up,1068.2,1068.6,9718000,9996000,9160000,9829000,111000,0.0114,20520,196000000000.0,9265400,9433333,9549600,10730283,8368917.418,0.62,0.25,111000,111000,0,387333.3333,308833.3333,1.254182407,55.63801772,9811222,10493743,-682521,-617274,91.39175258,77.58770607,8595.01,9050.0,8280.0,8909.98,44865,1069,9524769,8589.0,9046.26,8316.15,8900.0,20469.34145,248.99,1,1.12,72.60771179,13.795,14.6,13.65,14.6,14.6,-3.0986377110000003,10664.82034,0.83405929,1.0003118420000001,64.88524114,-0.664953011,168.06686340000002,158.8199314,1.73264808,1.863701169,775872.7846,6901460187,775872.7846,6901460187,154488.5664,1374190089.0,37,648516.1969,5768611559,775872.7846,6901460187,1424742.418,12673215595,2200615.202,19574675783.0,775872.784612619,6901460187.361823
2018-03-21,Up,1070.5,1072.3,9826000,10165000,9738000,9919000,90000,0.0092,16612,166000000000.0,9430200,9651200,9489500,10517836,8461163.771,0.71,0.22,90000,90000,0,313000.0,309200.0,1.01228978,50.30536805,9827803,10451169,-623366,-618492,88.33570413,92.51656836,8909.96,9177.01,8750.6,8885.0,39972,1072,9524720,8900.0,9174.0,8745.0,8891.81,16007.11698,248.99,1,1.12,74.70862044,14.78,15.59,14.26,14.75,14.75,-3.455918118,8911.73805,0.99781602,1.236622073,64.76499436,-1.071107663,142.97920269999997,137.52511189999998,1.19149336,1.823308631,776914.5745,6908538048,776914.5745,6908538048,156717.4481,1393574646.0,36,648515.261,5766776043,776914.5745,6908538048,1426688.531,12686506754,2203603.105,19595044802.0,776914.574534119,6908538048.265383
2018-03-22,Down,1064.8,1072.7,9919000,10050000,9505000,9783000,-136000,-0.0137,12989,127000000000.0,9653400,9768800,9446500,10381997,8511002.592,0.68,0.2,-136000,0,136000,313000.0,327400.0,0.9560171040000001,48.87570269,9820910,10401675,-580765,-610947,81.88715031,87.20486899999999,8884.82,9100.0,8465.1,8722.9,40618,1073,9359672,8891.81,9073.93,8467.27,8715.09,14990.23803,248.99,1,1.12,70.23469856,14.35,14.6,13.85,14.09,14.09,-3.4559080989999997,9473.616669,0.91857474,1.133506697,61.63770754,-1.082861662,428.57359610000003,424.6274859,4.00536071,2.099475096,770547.1583,6705474744,770547.1583,6705474744,155203.8407,1350618742.0,36,648166.4251,5640490068,770547.1583,6705474744,1423235.6819999998,12385317131,2193782.84,19090791875.0,770547.158250869,6705474744.209669
2018-03-23,Up,1079.0,1082.2,9779000,9850000,9253000,9847000,64000,0.0065,15007,143000000000.0,9819200,9833333,9414400,10267025,8561775.252999999,0.75,0.18,64000,64000,0,263200.0,155500.0,1.6926045019999998,62.86123716,9824924,10360588,-535664,-595890,75.44401544,81.88895663,8720.0,8909.0,8269.0,8898.03,39991,1082,9627668,8715.09,8927.81,8280.04,8927.1,15266.82555,248.99,1,1.12,62.01448958,13.61,14.39,13.5,13.72,13.72,-3.0571097289999996,10186.918679999999,0.87417037,1.0232878029999999,63.03214356,-0.984277981,146.5450653,139.827046,1.49535781,2.1321373,772521.9998,6879387592,772521.9998,6879387592,157164.554,1399566463.0,28,648123.4694,5771605928,772521.9998,6879387592,1420635.594,12650905577,2193157.594,19530293169.0,772521.999816849,6879387591.8740225
2018-03-24,Down,1079.0,1082.2,9847000,10000000,9550000,9580000,-267000,-0.0271,16804,165000000000.0,9791600,9753600,9457100,10295738,8618462.319,0.57,0.18,-267000,0,267000,263200.0,212750.0,1.237132785,55.29992646,9787244,10302767,-515523,-579817,41.79104478,66.37407018,8898.04,8999.95,8491.0,8546.86,35467,1082,9247703,8927.8,8999.0,8508.0,8531.34,11863.31062,248.99,1,1.12,62.39994076333333,13.473333333333333,14.026666666666667,13.083333333333334,13.35,13.35,-2.8347006360000004,8686.001177,0.99149231,1.234273067,60.34126721,-1.1600624,265.2784716,259.55826609999997,2.76331741,2.081583624,772237.6188,6650590171,772237.6188,6650590171,158076.0994,1361367703.0,32,648081.8345,5581347727,772237.6188,6650590171,1422941.947,12254523084,2195179.566,18905113254.0,772237.6187766191,6650590170.788943
2018-03-25,Down,1079.0,1082.2,9580000,9649000,9408000,9477000,-103000,-0.0108,11031,105000000000.0,9721200,9648733,9493300,10300404,8686196.017,0.49,0.17,-103000,0,103000,263200.0,233500.0,1.127194861,52.98973223,9739514,10241599,-502085,-564271,24.56140351,47.26548791,8531.25,8669.85,8365.77,8470.15,29002,1082,9164702,8531.96,8670.0,8359.45,8453.0,9048.852361,248.99,1,1.12,62.78539194666667,13.336666666666666,13.663333333333334,12.666666666666666,12.98,12.98,-2.1521222890000002,10038.15692,0.83907385,1.027218173,59.78309517,-1.162481127,144.5535246,142.9552749,1.64265369,1.989725947,770654.497,6491034018,770654.497,6491034018,157606.6394,1327482110.0,30,648086.6217,5458674834,770654.497,6491034018,1421870.312,11976065282,2192524.809,18467099300.0,770654.4970042792,6491034017.915277
2018-03-26,Down,1078.6,1081.1,9480000,9570000,8801000,9052000,-425000,-0.0448,13943,128000000000.0,9547800,9425667,9489000,10304956,8673044.118999999,0.23,0.17,-425000,0,425000,263200.0,232750.0,1.1308270679999999,53.06986591,9633742,10153481,-519738,-555364,20.09607686,28.81617505,8470.14,8514.89,7831.0,8134.23,44034,1081,8793103,8453.0,8498.0,7854.0,8145.0,19389.8513,248.99,1,1.12,63.17084313,13.2,13.3,12.25,12.61,12.61,-2.166608166,9035.341224,0.90238245,1.1006485129999999,57.53442186,-1.027289275,160.12429939999998,154.94585569999998,1.35698559,2.02683095,773855.3497,6309500617,773855.3497,6309500617,157057.8809,1280545256.0,31,648162.897,5284688153,773855.3497,6309500617,1423215.2859999998,11603948629,2197070.635,17913449246.0,773855.3496518291,6309500617.492001
2018-03-27,Down,1069.6,1070.3,9054000,9141000,8520000,8651000,-401000,-0.0443,14210,125000000000.0,9321400,9126733,9487400,10309834,8664965.954,-0.01,0.17,-401000,0,401000,241250.0,266400.0,0.905593093,47.52289964,9482551,10042186,-559634,-556218,8.851351351,17.83627724,8134.22,8215.94,7730.0,7795.51,37428,1070,8341196,8144.99,8219.99,7757.0,7793.61,14987.73034,248.99,1,1.12,61.47288131,12.55,13.15,11.74,11.95,11.95,-1.41941408,8917.455155,0.87210952,1.075799843,55.10155812,-1.232636607,409.55053819999995,397.0795854,3.75734439,2.31607328,775812.3625,6033490804,775812.3625,6033490804,156870.7777,1219983646.0,24,648012.0418,5039588029,775812.3625,6033490804,1421044.517,11051459659,2196856.88,17084950462.0,775812.362512559,6033490803.729266
2018-03-28,Up,1065.4,1070.8,8651000,8886000,8560000,8730000,79000,0.0091,9954,86802477741.0,9098000,8929600,9458600,10361045,8556154.787999999,0.1,0.19,79000,79000,0,86000.0,266400.0,0.322822823,24.40408627,9366774,9944987,-578213,-560617,14.18918919,14.37887247,7795.51,8109.0,7728.0,7949.3,26401,1071,8513700,7793.61,8088.0,7727.76,7942.72,10966.69757,248.99,1,1.12,49.48934083,11.94,12.1,11.11,11.28,11.28,-1.037023231,10041.39395,0.79202948,0.94767681,56.180170499999996,-1.005471894,254.69988430000004,248.0043415,2.4028291,2.489121243,777029.575,6179778372,777029.575,6179778372,156493.3716,1244604304.0,24,648346.3533,5156350415,777029.575,6179778372,1418171.676,11278832794,2195201.251,17458611166.0,777029.574997969,6179778372.324847
2018-03-29,Down,1064.5,1065.9,8730000,8766000,7780000,7915000,-815000,-0.0934,18277,151000000000.0,8765000,8535267,9278300,10547371,8009229.458,-0.04,0.27,-815000,0,815000,77666.66667,357833.3333,0.217047042,17.83390739,9143424,9794617,-651193,-578732,7.223113965,10.08788484,7949.3,7975.0,6941.11,7090.14,54621,1066,7558089,7942.73,7957.0,6905.0,7080.0,27812.00562,248.99,1,1.12,55.784883799999996,10.74,10.95,10.17,10.49,10.49,-0.730396988,8919.343313,0.79626041,1.0120849920000001,50.13986971,-0.775995109,674.570069,654.7919147999999,5.52926286,2.70682155,788341.9562,5598899174,788341.9562,5598899174,157343.4806,1117472280.0,18,648831.7121,4608080679,788341.9562,5598899174,1418338.949,10073213414,2206680.905,15672112588.0,788341.956187239,5598899173.876514
2018-03-30,Down,1062.8,1063.5,7911000,8090000,7431000,7602000,-313000,-0.0395,21298,164000000000.0,8390000,8147600,9055600,10609577,7501623.372,0.03,0.34,-313000,0,313000,71500.0,351428.5714,0.203455285,16.90592805,8906282,9632201,-725919,-608170,7.994389902000001,9.802231019,7090.16,7292.43,6600.1,6840.23,65306,1064,7278005,7080.0,7275.35,6600.0,6848.01,29312.74966,248.99,1,1.12,58.596118864999994,10.61375,11.0425,10.185,10.665,10.665,-0.93457146,8369.766566,0.81910289,0.985855685,48.31637932,-1.1349264909999999,168.2226743,157.4800319,1.34578139,2.68545349,793239.9629,5438215214,793239.9629,5438215214,157034.9966,1076584826.0,12,650582.9004,4460201190,793239.9629,5438215214,1418195.0219999999,9722719610,2211434.985,15160934824.0,793239.9628894291,5438215213.5810585
2018-03-31,Up,1062.8,1063.5,7602000,7934000,7540000,7697000,95000,0.0125,13024,101000000000.0,8119000,7916600,8833400,10463580,7203220.329,0.15,0.37,95000,95000,0,79333.33333,387333.3333,0.204819277,17.0,8720239,9488853,-768614,-640259,15.55555556,10.25768647,6840.24,7223.36,6777.0,6923.91,36869,1064,7367040,6848.01,7200.0,6780.0,6928.5,14951.49685,248.99,1,1.12,61.40735393,10.4875,11.135,10.2,10.84,10.84,-1.107164403,10593.98581,0.65451098,0.7899025209999999,48.94545133,-1.148704332,651.6255133,648.6401033,7.08288601,3.3025347189999996,787966.6511,5463666203,787966.6511,5463666203,155503.2362,1078240779.0,16,650310.5811,4509175532,787966.6511,5463666203,1423048.166,9867245216,2211014.817,15330911419.0,787966.651095189,5463666202.6959095
2018-04-01,Down,1062.8,1063.5,7688000,7774000,7087000,7482000,-215000,-0.0279,16447,122000000000.0,7885200,7704267,8603300,10281251,6925349.333,0.17,0.39,-215000,0,215000,87000.0,362714.2857,0.239858212,19.34561626,8529740,9340197,-810457,-674298,21.95664258,15.16886268,6922.0,7049.98,6430.0,6813.01,44071,1064,7249043,6928.5,7044.46,6450.0,6816.01,15434.522809999999,249.55,1,0.56,64.21858899499999,10.36125,11.2275,10.215,11.015,11.015,-0.969114481,8371.556689000001,0.8123531,0.9661550740000001,48.18717536,-0.156355263,258.6105716,253.5215767,2.48664011,3.4231042069999997,788661.5707,5363419198,788661.5707,5363419198,153883.5317,1046509579.0,16,651630.9267,4431520378,788661.5707,5363419198,1419412.975,9652945041,2208074.545,15016364238.0,788661.570748299,5363419197.725127
2018-04-02,Up,1056.5,1056.6,7486000,7851000,7390000,7710000,228000,0.0305,15766,121000000000.0,7681200,7645867,8389600,9917123,6862077.247,0.28,0.36,228000,228000,0,134000.0,378666.6667,0.353873239,26.13784135,8403627,9219442,-815815,-702602,37.10541989,24.87253934,6813.01,7125.0,6765.0,7056.0,32124,1057,7458192,6816.01,7100.0,6777.28,7045.01,14317.14566,249.55,1,0.56,67.02982406,10.235,11.32,10.23,11.19,11.19,-1.07515235,8694.539639,0.80848022,0.954324605,49.86313594,-1.0534686070000001,487.5937728,481.4900312,4.06328144,3.8097178999999994,791643.4646,5564749543,791643.4646,5564749543,153080.6548,1076059542.0,11,653546.3842,4594014990,791643.4646,5564749543,1419036.23,9974921244,2210679.695,15539670787.0,791643.4646426891,5564749543.429644
2018-04-03,Up,1054.0,1054.2,7713000,8175000,7643000,8092000,382000,0.0495,21007,167000000000.0,7716600,7782800,8240800,9549756,6931844.141,0.44,0.32,382000,382000,0,196000.0,433800.0,0.451821116,31.12099079,8355684,9135928,-780244,-718130,92.37132353,50.47779533,7063.97,7520.0,7011.01,7405.21,37787,1054,7805091,7045.01,7520.0,7016.8,7424.9,18923.19244,249.55,1,0.56,79.92057614,11.445,12.84,11.44,12.67,12.67,-1.17378321,8322.154501,0.89078285,1.045230621,52.41716922,-1.066574847,350.0756791,340.9840673,2.24407487,3.59353654,793691.7396,5883821399,793691.7396,5883821399,154081.8514,1142244589.0,22,654574.2175,4852510863,793691.7396,5883821399,1420930.407,10533687470,2214622.1459999997,16417508869.0,793691.739571599,5883821398.773714
2018-04-04,Down,1054.5,1059.8,8091000,8120000,7403000,7492000,-600000,-0.0741,16809,131000000000.0,7694600,7707933,8042300,9123392,6961207.571,0.25,0.27,-600000,0,600000,196000.0,468800.0,0.41808873700000004,29.48255114,8222810,9014155,-791346,-732773,37.22426471,55.56700271,7405.21,7427.52,6707.0,6796.1,42227,1060,7203866,7424.91,7424.91,6708.46,6791.68,15332.55316,249.55,1,0.56,72.35496163,11.6,11.91,11.01,11.12,11.12,-1.4792427119999998,9228.967236,0.73570854,0.90518645,48.02703363,-1.0821518959999998,285.9833159,280.4662435,2.28786653,3.577113316,797176.2753,5412691389,797176.2753,5412691389,153062.3538,1039267362.0,22,652531.4463,4430577590,797176.2753,5412691389,1417205.2969999998,9622583044,2214381.5730000003,15035274433.0,797176.275289759,5412691389.250665
